Isolate_Id,Subtype,Clade,Location,Host,Collection_Date,Host_Category
EPI_ISL_19126193,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-02-06,Human
EPI_ISL_19126182,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-02-13,Human
EPI_ISL_19126177,A / H1N1,6B.1A.5a.2a.1,North America / United States / New York,Human,2024-01-29,Human
EPI_ISL_19126092,A / H1N1,6B.1A.5a.2a.1,North America / United States / Missouri,Human,2024-01-29,Human
EPI_ISL_19126088,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-01,Human
EPI_ISL_19126086,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-01,Human
EPI_ISL_19126083,A / H1N1,6B.1A.5a.2a,North America / United States / Michigan,Human,2024-03-01,Human
EPI_ISL_19126080,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-02,Human
EPI_ISL_19126079,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-02,Human
EPI_ISL_19126075,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-02,Human
EPI_ISL_19126074,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-02,Human
EPI_ISL_19126068,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-03,Human
EPI_ISL_19126066,A / H1N1,6B.1A.5a.2a,North America / United States / Michigan,Human,2024-03-03,Human
EPI_ISL_19126065,A / H1N1,6B.1A.5a.2a,North America / United States / Michigan,Human,2024-03-03,Human
EPI_ISL_19126063,A / H1N1,6B.1A.5a.2a.1,North America / United States / Michigan,Human,2024-03-04,Human
EPI_ISL_19126062,A / H1N1,6B.1A.5a.2a,North America / United States / Michigan,Human,2024-03-04,Human
EPI_ISL_19126057,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2024-01-30,Human
EPI_ISL_19126056,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2024-01-26,Human
EPI_ISL_19126054,A / H1N1,6B.1A.5a.2a,North America / United States / Utah,Human,2024-01-29,Human
EPI_ISL_19126052,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2024-01-30,Human
EPI_ISL_19126051,A / H1N1,6B.1A.5a.2a,North America / United States / Utah,Human,2024-01-30,Human
EPI_ISL_19126050,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2024-01-31,Human
EPI_ISL_19126049,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2024-02-02,Human
EPI_ISL_19126048,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2024-01-25,Human
EPI_ISL_19126030,A / H1N1,6B.1A.5a.2a,North America / United States / Texas,Human,2024-02-05,Human
EPI_ISL_19126029,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2024-01-30,Human
EPI_ISL_19126027,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2024-01-29,Human
EPI_ISL_19125638,A / H1N1,6B.1A.5a.2a,Africa / Morocco,Human,2024-01-18,Human
EPI_ISL_19125630,A / H1N1,6B.1A.5a.2a,Asia / Israel,Human,2024-01-29,Human
EPI_ISL_19125611,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-22,Human
EPI_ISL_19125610,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-23,Human
EPI_ISL_19125609,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-23,Human
EPI_ISL_19125608,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-23,Human
EPI_ISL_19125607,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-24,Human
EPI_ISL_19125606,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-24,Human
EPI_ISL_19125605,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-29,Human
EPI_ISL_19125604,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-01-29,Human
EPI_ISL_19125603,A / H1N1,6B.1A.5a.2a.1,Europe / Slovenia,Human,2024-02-05,Human
EPI_ISL_19125602,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-02-06,Human
EPI_ISL_19125601,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-02-12,Human
EPI_ISL_19125598,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-02-19,Human
EPI_ISL_19125597,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-02-22,Human
EPI_ISL_19125596,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-02-25,Human
EPI_ISL_19125595,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-02-25,Human
EPI_ISL_19125594,A / H1N1,6B.1A.5a.2a,Europe / Slovenia,Human,2024-03-06,Human
EPI_ISL_19125593,A / H1N1,6B.1A.5a.2a,Africa / Morocco,Human,2024-01-30,Human
EPI_ISL_19125592,A / H1N1,6B.1A.5a.2a,Africa / Central African Republic,Human,2023-05-25,Human
EPI_ISL_19125591,A / H1N1,6B.1A.5a.2a,Africa / Central African Republic,Human,2023-05-31,Human
EPI_ISL_19125590,A / H1N1,6B.1A.5a.2a,Africa / Central African Republic,Human,2023-06-20,Human
EPI_ISL_19125589,A / H1N1,6B.1A.5a.2a,Africa / Central African Republic,Human,2023-07-20,Human
EPI_ISL_19125588,A / H1N1,6B.1A.5a.2a,"Europe / Moldova, Republic of",Human,2024-01-16,Human
EPI_ISL_19125586,A / H1N1,6B.1A.5a.2a,"Europe / Moldova, Republic of",Human,2024-02-06,Human
EPI_ISL_19125584,A / H1N1,6B.1A.5a.2a,"Europe / Moldova, Republic of",Human,2024-02-07,Human
EPI_ISL_19125583,A / H1N1,6B.1A.5a.2a,Asia / Israel,Human,2024-01-15,Human
EPI_ISL_19125582,A / H1N1,6B.1A.5a.2a.1,Europe / Norway,Human,2024-02-01,Human
EPI_ISL_19091605,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Estado do Rio de Janeiro / Rio de Janeiro,Human,2024-02-16,Human
EPI_ISL_19091604,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Estado do Rio de Janeiro / Rio de Janeiro,Human,2024-04-11,Human
EPI_ISL_19059266,A / H1N1,6B.1A.5a.2a,Europe / Spain / Basque Country,Human,2024-03-11,Human
EPI_ISL_19059265,A / H1N1,6B.1A.5a.2a,Europe / Spain / Basque Country,Human,2024-03-13,Human
EPI_ISL_19059264,A / H1N1,6B.1A.5a.2a,Europe / Spain / Foral Community of Navarre,Human,2024-02-12,Human
EPI_ISL_19059263,A / H1N1,6B.1A.5a.2a,Europe / Spain / Foral Community of Navarre,Human,2024-02-15,Human
EPI_ISL_19059262,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Region of Murcia,Human,2024-02-21,Human
EPI_ISL_19059261,A / H1N1,6B.1A.5a.2a,Europe / Spain / Region of Murcia,Human,2024-01-01,Human
EPI_ISL_19059260,A / H1N1,6B.1A.5a.2a,Europe / Spain / Region of Murcia,Human,2024-01-03,Human
EPI_ISL_19059259,A / H1N1,6B.1A.5a.2a,Europe / Spain / Region of Murcia,Human,2024-01-09,Human
EPI_ISL_19059255,A / H1N1,6B.1A.5a.2a,Europe / Spain / Region of Murcia,Human,2023-12-22,Human
EPI_ISL_19059254,A / H1N1,6B.1A.5a.2a,Europe / Spain / Region of Murcia,Human,2023-12-21,Human
EPI_ISL_19059253,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Region of Murcia,Human,2023-12-25,Human
EPI_ISL_19059252,A / H1N1,6B.1A.5a.2a,Europe / Spain / Region of Murcia,Human,2023-12-30,Human
EPI_ISL_19059250,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2024-01-10,Human
EPI_ISL_19059246,A / H1N1,6B.1A.5a.2a,Europe / Spain / Ceuta,Human,2024-01-08,Human
EPI_ISL_19059245,A / H1N1,6B.1A.5a.2a,Europe / Spain / Ceuta,Human,2024-02-12,Human
EPI_ISL_19059244,A / H1N1,6B.1A.5a.2a,Europe / Spain / Ceuta,Human,2024-02-14,Human
EPI_ISL_19059243,A / H1N1,6B.1A.5a.2a,Europe / Spain / Ceuta,Human,2023-12-20,Human
EPI_ISL_19059242,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-02-20,Human
EPI_ISL_19059241,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-02-15,Human
EPI_ISL_19059240,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-02-16,Human
EPI_ISL_19027842,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Region Metropolitana de Santiago,Human,2023-05-19,Human
EPI_ISL_19027839,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Linares,Human,2023-05-22,Human
EPI_ISL_19027838,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-05-20,Human
EPI_ISL_19027837,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-05-22,Human
EPI_ISL_19027836,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-05-22,Human
EPI_ISL_19027834,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-05-23,Human
EPI_ISL_19027833,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-05-24,Human
EPI_ISL_19027832,A / H1N1,6B.1A.5a.2a,South America / Chile / Rancagua,Human,2023-05-22,Human
EPI_ISL_19027830,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-06-06,Human
EPI_ISL_19027829,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-06-06,Human
EPI_ISL_19027826,A / H1N1,6B.1A.5a.2a,South America / Chile / Vallenar,Human,2023-05-31,Human
EPI_ISL_19027825,A / H1N1,6B.1A.5a.2a,South America / Chile / Puerto Montt,Human,2023-11-06,Human
EPI_ISL_19027823,A / H1N1,6B.1A.5a.2a,South America / Chile / Ovalle,Human,2023-09-06,Human
EPI_ISL_19027822,A / H1N1,6B.1A.5a.2a,South America / Chile / La Serena,Human,2023-09-06,Human
EPI_ISL_19027819,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-10-06,Human
EPI_ISL_19027818,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-10-06,Human
EPI_ISL_19027806,A / H1N1,6B.1A.5a.2a,South America / Chile / Valpara?so,Human,2023-06-06,Human
EPI_ISL_19027804,A / H1N1,6B.1A.5a.2a,South America / Chile / Calama,Human,2023-05-28,Human
EPI_ISL_19027803,A / H1N1,6B.1A.5a.2a,South America / Chile / Iquique,Human,2023-05-29,Human
EPI_ISL_19027797,A / H1N1,6B.1A.5a.2a,South America / Chile / Punta Arenas,Human,2023-05-31,Human
EPI_ISL_19027796,A / H1N1,6B.1A.5a.2a,South America / Chile / Punta Arenas,Human,2023-05-31,Human
EPI_ISL_19027795,A / H1N1,6B.1A.5a.2a,South America / Chile / Punta Arenas,Human,2023-05-29,Human
EPI_ISL_19027792,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-05-29,Human
EPI_ISL_19027790,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-06-23,Human
EPI_ISL_19027789,A / H1N1,6B.1A.5a.2a,South America / Chile / Valpara?so,Human,2023-06-27,Human
EPI_ISL_19027788,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Coyhaique,Human,2023-06-22,Human
EPI_ISL_19027787,A / H1N1,6B.1A.5a.2a,South America / Chile / Rancagua,Human,2023-06-19,Human
EPI_ISL_19027786,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-06-21,Human
EPI_ISL_19027784,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-06-25,Human
EPI_ISL_19027783,A / H1N1,6B.1A.5a.2a,South America / Chile / La Serena,Human,2023-06-23,Human
EPI_ISL_19027782,A / H1N1,6B.1A.5a.2a,South America / Chile / Temuco,Human,2023-05-30,Human
EPI_ISL_19027781,A / H1N1,6B.1A.5a.2a,South America / Chile / Iquique,Human,2023-06-14,Human
EPI_ISL_19027780,A / H1N1,6B.1A.5a.2a,South America / Chile / Iquique,Human,2023-06-15,Human
EPI_ISL_19027779,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-06-15,Human
EPI_ISL_19027778,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Valpara?so,Human,2023-06-20,Human
EPI_ISL_19027777,A / H1N1,6B.1A.5a.2a,South America / Chile / Ovalle,Human,2023-06-19,Human
EPI_ISL_19027776,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Curico,Human,2023-06-19,Human
EPI_ISL_19027775,A / H1N1,6B.1A.5a.2a,South America / Chile / Arica,Human,2023-06-17,Human
EPI_ISL_19027774,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Coyhaique,Human,2023-06-15,Human
EPI_ISL_19027773,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-06-17,Human
EPI_ISL_19027771,A / H1N1,6B.1A.5a.2a,South America / Chile / Ovalle,Human,2023-06-17,Human
EPI_ISL_19027770,A / H1N1,6B.1A.5a.2a,South America / Chile / Punta Arenas,Human,2023-06-14,Human
EPI_ISL_19027769,A / H1N1,6B.1A.5a.2a,South America / Chile / Punta Arenas,Human,2023-06-14,Human
EPI_ISL_19027768,A / H1N1,6B.1A.5a.2a,South America / Chile / Talca,Human,2023-06-19,Human
EPI_ISL_19027767,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Talca,Human,2023-06-17,Human
EPI_ISL_19027766,A / H1N1,6B.1A.5a.2a,South America / Chile / Melipilla,Human,2023-06-16,Human
EPI_ISL_19027765,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Curico,Human,2023-06-13,Human
EPI_ISL_19027764,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-08-06,Human
EPI_ISL_19027763,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-06-14,Human
EPI_ISL_19027762,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-06-15,Human
EPI_ISL_19027761,A / H1N1,6B.1A.5a.2a,South America / Chile / Puerto Montt,Human,2023-06-14,Human
EPI_ISL_19027760,A / H1N1,6B.1A.5a.2a,South America / Chile / Puerto Montt,Human,2023-06-13,Human
EPI_ISL_19027759,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Molina,Human,2023-06-15,Human
EPI_ISL_19027758,A / H1N1,6B.1A.5a.2a,South America / Chile / La Serena,Human,2023-06-14,Human
EPI_ISL_19027757,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-06-13,Human
EPI_ISL_19027756,A / H1N1,6B.1A.5a.2a,South America / Chile / Punta Arenas,Human,2023-12-06,Human
EPI_ISL_19027755,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-06-13,Human
EPI_ISL_19027754,A / H1N1,6B.1A.5a.2a,South America / Chile / Region de Antofagasta,Human,2023-12-06,Human
EPI_ISL_19027753,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Region Metropolitana de Santiago,Human,2023-12-06,Human
EPI_ISL_19027752,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-06-13,Human
EPI_ISL_19027751,A / H1N1,6B.1A.5a.2a,South America / Chile / San Antonio,Human,2023-07-06,Human
EPI_ISL_19027749,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Valpara?so,Human,2023-12-06,Human
EPI_ISL_19027748,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-06-06,Human
EPI_ISL_19026863,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / NORWICH,Human,2024-03-11,Human
EPI_ISL_19026861,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HULL,Human,2024-03-11,Human
EPI_ISL_19026852,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HULL,Human,2024-03-08,Human
EPI_ISL_19026848,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / BANBURY,Human,2024-03-07,Human
EPI_ISL_19026845,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / ELY,Human,2024-03-06,Human
EPI_ISL_19026843,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / HERTS,Human,2024-03-06,Human
EPI_ISL_19026837,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / IPSWICH,Human,2024-03-02,Human
EPI_ISL_19026828,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-03-01,Human
EPI_ISL_19026824,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / TIVERTON,Human,2024-03-02,Human
EPI_ISL_19026812,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-02-29,Human
EPI_ISL_19026077,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-07-20,Human
EPI_ISL_19026076,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-07-22,Human
EPI_ISL_19026075,A / H1N1,6B.1A.5a.2a,South America / Chile / Rancagua,Human,2023-07-18,Human
EPI_ISL_19026073,A / H1N1,6B.1A.5a.2a,South America / Chile / Talca,Human,2023-07-17,Human
EPI_ISL_19026072,A / H1N1,6B.1A.5a.2a,South America / Chile / Arica,Human,2023-07-16,Human
EPI_ISL_19026071,A / H1N1,6B.1A.5a.2a.1,South America / Chile / Punta Arenas,Human,2023-07-09,Human
EPI_ISL_19026069,A / H1N1,6B.1A.5a.2a,South America / Chile / Region Metropolitana de Santiago,Human,2023-07-08,Human
EPI_ISL_19026068,A / H1N1,6B.1A.5a.2a,South America / Chile / Puerto Montt,Human,2023-07-10,Human
EPI_ISL_18993992,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hlavni mesto Praha,Human,2024-02-01,Human
EPI_ISL_18993991,A / H1N1,6B.1A.5a.2a.1,Europe / Czech Republic / Hlavni mesto Praha,Human,2024-01-31,Human
EPI_ISL_18993990,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hlavni mesto Praha,Human,2024-01-31,Human
EPI_ISL_18993988,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Plzen,Human,2024-02-09,Human
EPI_ISL_18993987,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Plzen,Human,2024-02-11,Human
EPI_ISL_18993984,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Novy Jicin,Human,2024-02-01,Human
EPI_ISL_18993983,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Novy Jicin,Human,2024-02-04,Human
EPI_ISL_18993982,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hradec Kralove,Human,2024-02-09,Human
EPI_ISL_18993980,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Semily,Human,2024-02-08,Human
EPI_ISL_18993979,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Semily,Human,2024-02-06,Human
EPI_ISL_18993978,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Semily,Human,2024-02-07,Human
EPI_ISL_18993976,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hlavni mesto Praha,Human,2024-01-27,Human
EPI_ISL_18993975,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Frydek-Mistek,Human,2024-01-26,Human
EPI_ISL_18993848,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18993846,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993844,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993843,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993842,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993841,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-14,Human
EPI_ISL_18993840,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993839,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993838,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993836,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-05,Human
EPI_ISL_18993835,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993833,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-14,Human
EPI_ISL_18993832,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993831,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-07,Human
EPI_ISL_18993830,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-02-09,Human
EPI_ISL_18993829,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993828,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993827,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993826,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993825,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-02-14,Human
EPI_ISL_18993824,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-14,Human
EPI_ISL_18993823,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993822,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993821,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993820,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993819,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993818,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993816,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-05,Human
EPI_ISL_18993814,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993813,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-05,Human
EPI_ISL_18993812,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993811,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-13,Human
EPI_ISL_18993810,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-12,Human
EPI_ISL_18993809,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-09,Human
EPI_ISL_18993807,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-09,Human
EPI_ISL_18961905,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HERTS,Human,2024-01-29,Human
EPI_ISL_18961904,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-29,Human
EPI_ISL_18961902,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / OXFORD,Human,2024-01-29,Human
EPI_ISL_18961901,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / GUISBOROUGH,Human,2024-01-30,Human
EPI_ISL_18961899,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / NEWBURY,Human,2024-01-29,Human
EPI_ISL_18961898,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / STOCKPORT,Human,2024-01-29,Human
EPI_ISL_18961897,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / NORWICH,Human,2024-01-29,Human
EPI_ISL_18961896,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / DONCASTER,Human,2024-01-30,Human
EPI_ISL_18961894,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BATH,Human,2024-01-30,Human
EPI_ISL_18961893,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / NORWICH,Human,2024-01-30,Human
EPI_ISL_18961892,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HERTS,Human,2024-01-29,Human
EPI_ISL_18961891,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / NEWBURY,Human,2024-01-29,Human
EPI_ISL_18961889,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-29,Human
EPI_ISL_18961879,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-24,Human
EPI_ISL_18961878,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-23,Human
EPI_ISL_18961877,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / MANCHESTER,Human,2024-01-24,Human
EPI_ISL_18961874,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / CIRENCESTER,Human,2024-01-29,Human
EPI_ISL_18961872,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / DUDLEY,Human,2024-01-29,Human
EPI_ISL_18961871,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / CHESHIRE,Human,2024-01-26,Human
EPI_ISL_18961868,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / TORQUAY,Human,2024-01-29,Human
EPI_ISL_18961866,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-24,Human
EPI_ISL_18961865,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LEICESTER,Human,2024-01-25,Human
EPI_ISL_18961859,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / STOCKPORT,Human,2024-01-25,Human
EPI_ISL_18961857,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HODDESDON,Human,2024-01-24,Human
EPI_ISL_18961856,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / ROTHERHAM,Human,2024-01-23,Human
EPI_ISL_18961855,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BROCKHAM,Human,2024-01-25,Human
EPI_ISL_18961852,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / OXFORD,Human,2024-01-26,Human
EPI_ISL_18961848,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-26,Human
EPI_ISL_18961846,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / SEATON,Human,2024-01-25,Human
EPI_ISL_18961845,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / THIRSK,Human,2024-01-25,Human
EPI_ISL_18961844,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / CAMBRIDGE,Human,2024-01-26,Human
EPI_ISL_18961842,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / PETERBOROUGH,Human,2024-01-17,Human
EPI_ISL_18961837,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HODDESDON,Human,2024-01-24,Human
